,dataset_description,dataset_id,project_id,table_columns,table_created,table_description,table_id,table_modified,table_num_bytes,table_num_rows,table_partitioning_type,table_type
19,"Bureau of Labor Statistics including CPI (inflation), employment, unemployment, and wage data.",bls,bigquery-public-data,"['series_id', 'year', 'period', 'value', 'footnote_codes', 'date', 'series_title']",2016-12-14 22:37:15,,unemployment_cps,2019-01-24 19:51:41,760138325,6439925,,TABLE
20,"Bureau of Labor Statistics including CPI (inflation), employment, unemployment, and wage data.",bls,bigquery-public-data,"['series_id', 'lfst_code', 'periodicity_code', 'series_title', 'absn_code', 'activity_code', 'ages_code', 'class_code', 'duration_code', 'education_code', 'entr_code', 'expr_code', 'hheader_code', 'hour_code', 'indy_code', 'jdes_code', 'look_code', 'mari_code', 'mjhs_code', 'occupation_code', 'orig_code', 'pcts_code', 'race_code', 'rjnw_code', 'rnlf_code', 'rwns_code', 'seek_code', 'sexs_code', 'tdat_code', 'vets_code', 'wkst_code', 'born_code', 'chld_code', 'disa_code', 'seasonal', 'footnote_codes', 'begin_year', 'begin_period', 'end_year', 'end_period', 'cert_code']",2016-12-14 22:37:54,,unemployment_cps_series,2019-01-24 19:30:07,15507478,39997,,TABLE
21,"Bureau of Labor Statistics including CPI (inflation), employment, unemployment, and wage data.",bls,bigquery-public-data,"['series_id', 'year', 'period', 'value', 'footnote_codes', 'date', 'series_title']",2016-12-14 22:35:59,Modeled Wage Estimates,wm,2019-01-24 19:05:36,40232291,235033,,TABLE
22,"Bureau of Labor Statistics including CPI (inflation), employment, unemployment, and wage data.",bls,bigquery-public-data,"['series_id', 'seasonal', 'area_code', 'ownership_code', 'estimate_code', 'industry_code', 'occupation_code', 'subcell_code', 'datatype_code', 'level_code', 'series_title', 'footnote_codes', 'begin_year', 'begin_period', 'end_year', 'end_period']",2017-01-06 19:54:53,,wm_series,2019-01-24 19:30:18,55274638,235033,,TABLE
23,,census_bureau_construction,bigquery-public-data,"['period_id', 'period_name', 'period_date', 'category_id', 'category_code', 'category_desc', 'category_indent', 'datatype_id', 'datatype_code', 'datatype_desc', 'datatype_unit', 'error_type_id', 'error_type_code', 'error_type_desc', 'error_type_unit', 'geo_id', 'geo_code', 'geo_desc', 'is_adjusted', 'value']",2017-10-11 21:53:45,Regional construction data from the Census Bureau,new_residential_construction,2019-01-24 16:50:03,13846745,74169,,TABLE
24,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'year', 'fertility_rate_15_19', 'fertility_rate_20_24', 'fertility_rate_25_29', 'fertility_rate_30_34', 'fertility_rate_35_39', 'fertility_rate_40_44', 'fertility_rate_45_49', 'total_fertility_rate', 'gross_reproduction_rate', 'sex_ratio_at_birth']",2017-04-20 18:12:47,,age_specific_fertility_rates,2018-09-18 15:06:48,1549450,15016,,TABLE
25,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'year', 'crude_birth_rate', 'crude_death_rate', 'net_migration', 'rate_natural_increase', 'growth_rate']",2017-04-20 18:12:47,,birth_death_growth_rates,2018-09-18 15:07:58,949011,15019,,TABLE
26,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'country_area']",2017-04-20 18:12:46,,country_names_area,2018-09-18 15:06:18,5304,228,,TABLE
27,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'year', 'midyear_population']",2017-04-20 18:13:06,,midyear_population,2018-09-18 15:06:57,719928,23028,,TABLE
28,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'year', 'total_flag', 'starting_age', 'age_group_indicator', 'ending_age', 'midyear_population', 'midyear_population_male', 'midyear_population_female']",2017-04-20 18:14:00,,midyear_population_5yr_age_sex,2018-09-18 15:16:35,22911966,331122,,TABLE
29,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'year', 'sex', 'max_age', 'population_age_0', 'population_age_1', 'population_age_2', 'population_age_3', 'population_age_4', 'population_age_5', 'population_age_6', 'population_age_7', 'population_age_8', 'population_age_9', 'population_age_10', 'population_age_11', 'population_age_12', 'population_age_13', 'population_age_14', 'population_age_15', 'population_age_16', 'population_age_17', 'population_age_18', 'population_age_19', 'population_age_20', 'population_age_21', 'population_age_22', 'population_age_23', 'population_age_24', 'population_age_25', 'population_age_26', 'population_age_27', 'population_age_28', 'population_age_29', 'population_age_30', 'population_age_31', 'population_age_32', 'population_age_33', 'population_age_34', 'population_age_35', 'population_age_36', 'population_age_37', 'population_age_38', 'population_age_39', 'population_age_40', 'population_age_41', 'population_age_42', 'population_age_43', 'population_age_44', 'population_age_45', 'population_age_46', 'population_age_47', 'population_age_48', 'population_age_49', 'population_age_50', 'population_age_51', 'population_age_52', 'population_age_53', 'population_age_54', 'population_age_55', 'population_age_56', 'population_age_57', 'population_age_58', 'population_age_59', 'population_age_60', 'population_age_61', 'population_age_62', 'population_age_63', 'population_age_64', 'population_age_65', 'population_age_66', 'population_age_67', 'population_age_68', 'population_age_69', 'population_age_70', 'population_age_71', 'population_age_72', 'population_age_73', 'population_age_74', 'population_age_75', 'population_age_76', 'population_age_77', 'population_age_78', 'population_age_79', 'population_age_80', 'population_age_81', 'population_age_82', 'population_age_83', 'population_age_84', 'population_age_85', 'population_age_86', 'population_age_87', 'population_age_88', 'population_age_89', 'population_age_90', 'population_age_91', 'population_age_92', 'population_age_93', 'population_age_94', 'population_age_95', 'population_age_96', 'population_age_97', 'population_age_98', 'population_age_99', 'population_age_100']",2017-04-20 18:14:11,,midyear_population_age_sex,2018-09-18 15:17:35,25472160,30102,,TABLE
30,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'year', 'sex', 'population', 'age']",2017-04-26 18:30:17,,midyear_population_agespecific,2018-09-18 15:46:42,140446560,3040302,,TABLE
31,"The United States Census Bureau’s International Dataset provides estimates of country populations since 1950 and projections through 2050. Specifically, the data set includes midyear population figures broken down by age and gender assignment at birth. Additionally, they provide time-series data for attributes including fertility rates, birth rates, death rates, and migration rates.
 
Note: The U.S. Census Bureau provides estimates and projections for countries and areas that are recognized by the U.S. Department of State that have a population of at least 5,000.


Dataset Source: www.census.gov

Category: encyclopedic, census, demographic

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source -http://www.data.gov/privacy-policy#data_policy - and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Historical",census_bureau_international,bigquery-public-data,"['country_code', 'country_name', 'year', 'infant_mortality', 'infant_mortality_male', 'infant_mortality_female', 'life_expectancy', 'life_expectancy_male', 'life_expectancy_female', 'mortality_rate_under5', 'mortality_rate_under5_male', 'mortality_rate_under5_female', 'mortality_rate_1to4', 'mortality_rate_1to4_male', 'mortality_rate_1to4_female']",2017-04-20 18:12:46,,mortality_life_expectancy,2018-09-18 15:07:21,1789706,15016,,TABLE
32,,census_bureau_usa,bigquery-public-data,"['zipcode', 'geo_id', 'minimum_age', 'maximum_age', 'gender', 'population']",2017-04-07 23:30:06,,population_by_zip_2000,2017-11-29 15:48:54,83414913,1586081,,TABLE
33,,census_bureau_usa,bigquery-public-data,"['zipcode', 'geo_id', 'minimum_age', 'maximum_age', 'gender', 'population']",2017-04-07 23:30:59,,population_by_zip_2010,2017-11-29 15:50:27,85347663,1622831,,TABLE
34,,census_fips_codes,bigquery-public-data,"['state_abbreviation', 'state_fips_code', 'county_fips_code', 'county_name', 'fips_class_code']",2018-07-31 22:24:08,,counties_2016,2018-08-01 00:19:15,111087,3235,,TABLE
35,,census_fips_codes,bigquery-public-data,"['states_fips_code', 'state_abbreviation', 'state_name', 'state_gnis_code']",2018-08-10 19:26:32,,states_2016,2018-08-10 19:27:18,1681,57,,TABLE
36,"This dataset reflects reported incidents of crime (with the exception of murders where data exists for each victim) that occurred in the City of Chicago from 2001 to present, minus the most recent seven days. Data is extracted from the Chicago Police Department's CLEAR (Citizen Law Enforcement Analysis and Reporting) system. In order to protect the privacy of crime victims, addresses are shown at the block level only and specific locations are not identified. This data includes unverified reports supplied to the Police Department. The preliminary crime classifications may be changed at a later date based upon additional investigation and there is always the possibility of mechanical or human error. Therefore, the Chicago Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information and the information should not be used for comparison purposes over time. 


Dataset Source: City of Chicago

Category: Chicago, Public Safety

Use: This dataset is publicly available for anyone to use under the following terms provided by the Dataset Source —https://data.cityofchicago.org — and is provided ""AS IS"" without any warranty, express or implied, from Google. Google disclaims all liability for any damages, direct or indirect, resulting from the use of the dataset.

Update Frequency: Daily",chicago_crime,bigquery-public-data,"['unique_key', 'case_number', 'date', 'block', 'iucr', 'primary_type', 'description', 'location_description', 'arrest', 'domestic', 'beat', 'district', 'ward', 'community_area', 'fbi_code', 'x_coordinate', 'y_coordinate', 'year', 'updated_on', 'latitude', 'longitude', 'location']",2017-04-12 19:27:09,,crime,2019-01-24 13:14:44,1429686301,6793246,,TABLE
37,,chicago_taxi_trips,bigquery-public-data,"['unique_key', 'taxi_id', 'trip_start_timestamp', 'trip_end_timestamp', 'trip_seconds', 'trip_miles', 'pickup_census_tract', 'dropoff_census_tract', 'pickup_community_area', 'dropoff_community_area', 'fare', 'tips', 'tolls', 'extras', 'trip_total', 'payment_type', 'company', 'pickup_latitude', 'pickup_longitude', 'pickup_location', 'dropoff_latitude', 'dropoff_longitude', 'dropoff_location']",2017-04-12 19:35:35,,taxi_trips,2018-09-23 08:21:06,43409441796,112860054,,TABLE
38,,cloud_storage_geo_index,bigquery-public-data,"['scene_id', 'product_id', 'spacecraft_id', 'sensor_id', 'date_acquired', 'sensing_time', 'collection_number', 'collection_category', 'data_type', 'wrs_path', 'wrs_row', 'cloud_cover', 'north_lat', 'south_lat', 'west_lon', 'east_lon', 'total_size', 'base_url']",2016-11-01 17:45:55,,landsat_index,2019-01-24 09:54:39,3658646033,13806829,,TABLE
39,,cloud_storage_geo_index,bigquery-public-data,"['granule_id', 'product_id', 'datatake_identifier', 'mgrs_tile', 'sensing_time', 'geometric_quality_flag', 'generation_time', 'north_lat', 'south_lat', 'west_lon', 'east_lon', 'base_url', 'total_size', 'cloud_cover']",2016-11-01 17:37:37,,sentinel_2_index,2019-01-24 09:30:04,2696372694,7326387,,TABLE
40,,cms_codes,bigquery-public-data,"['HCPC', 'SEQNUM', 'RECID', 'LONG_DESCRIPTION', 'SHORT_DESCRIPTION', 'PRICE1', 'PRICE2', 'PRICE3', 'PRICE4', 'MULT_PI', 'CIM1', 'CIM2', 'CIM3', 'MCM1', 'MCM2', 'MCM3', 'STATUTE', 'LABCERT1', 'LABCERT2', 'LABCERT3', 'LABCERT4', 'LABCERT5', 'LABCERT6', 'LABCERT7', 'LABCERT8', 'XREF1', 'XREF2', 'XREF3', 'XREF4', 'XREF5', 'COV', 'ASC_GRP', 'ASC_DT', 'OPPS', 'OPPS_PI', 'OPPS_DT', 'PROCNOTE', 'BETOS', 'TOS1', 'TOS2', 'TOS3', 'TOS4', 'TOS5', 'ANEST_BU', 'ADD_DT', 'ACT_EFF_DT', 'TERM_DT', 'ACTION_CD']",2017-04-10 22:04:43,,hcpcs,2017-04-10 22:04:43,1651298,6498,,TABLE
41,,cms_codes,bigquery-public-data,"['DIAGNOSIS_CODE', 'LONG_DESCRIPTION', 'SHORT_DESCRIPTION']",2017-04-10 22:04:56,,icd9_diagnoses,2017-04-10 22:04:56,1267393,14567,,TABLE
42,,cms_codes,bigquery-public-data,"['PROCEDURE_CODE', 'LONG_DESCRIPTION', 'SHORT_DESCRIPTION']",2017-04-10 22:05:06,,icd9_procedures,2017-04-10 22:05:06,281469,3882,,TABLE
43,,cms_medicare,bigquery-public-data,"['provider_id', 'agency_name', 'street_address', 'city', 'state', 'zip_code', 'total_episodes_non_lupa', 'distinct_users_non_lupa', 'total_hha_charge_amount_non_lupa', 'total_hha_medicare_payment_amount_non_lupa', 'total_hha_medicare_standard_payment_amount_non_lupa', 'outlier_payments_as_a_percent_of_medicare_payment_amount_non_lupa', 'total_lupa_episodes', 'total_hha_medicare_payment_amount_for_lupas']",2017-05-19 19:25:45,,home_health_agencies_2013,2018-09-20 21:20:17,1607420,11062,,TABLE
